season,team,new_hc,hc_tenure
2022,Vanderbilt,0,1
2022,Virginia,1,0
2022,Virginia Tech,1,0
2022,Wake Forest,0,8
2022,Washington,1,0
2022,Washington State,1,0
2022,West Virginia,0,3
2022,Western Kentucky,0,3
2022,Western Michigan,0,5
2022,Wisconsin,1,0
2022,Wyoming,0,8
2023,Air Force,0,11
2023,Akron,0,1
2023,Alabama,0,11
2023,App State,0,3
2023,Arizona,0,2
2023,Arizona State,1,0
2023,Arkansas,0,3
2023,Arkansas State,0,2
2023,Army,0,9
2023,Auburn,1,0
2023,BYU,0,7
2023,Ball State,0,7
2023,Baylor,0,3
2023,Boise State,1,0
2023,Boston College,0,3
2023,Bowling Green,0,4
2023,Buffalo,0,2
2023,California,0,6
2023,Central Michigan,0,4
2023,Charlotte,1,0
2023,Cincinnati,1,0
2023,Clemson,0,11
2023,Coastal Carolina,1,0
2023,Colorado,1,0
2023,Colorado State,0,1
2023,Delaware,0,0
2023,Duke,1,0
2023,East Carolina,0,4
2023,Eastern Michigan,0,9
2023,Florida,0,1
2023,Florida Atlantic,1,0
2023,Florida International,0,1
2023,Florida State,0,3
2023,Fresno State,0,1
2023,Georgia,0,7
2023,Georgia Southern,0,1
2023,Georgia State,0,6
2023,Georgia Tech,0,1
2023,Hawai'i,0,1
2023,Houston,0,4
2023,Idaho,0,0
2023,Illinois,0,2
2023,Indiana,0,6
2023,Iowa,0,11
2023,Iowa State,0,7
2023,Jacksonville State,1,0
2023,James Madison,1,0
2023,Kansas,0,2
2023,Kansas State,0,4
2023,Kennesaw State,0,0
2023,Kent State,1,0
2023,Kentucky,0,10
2023,LSU,0,1
2023,Liberty,1,0
2023,Louisiana,0,1
2023,Louisiana Tech,0,1
2023,Louisville,1,0
2023,Marshall,0,2
2023,Maryland,0,4
2023,Massachusetts,0,1
2023,Memphis,0,3
2023,Miami,0,1
2023,Miami (OH),0,9
2023,Michigan,0,8
2023,Michigan State,0,3
2023,Middle Tennessee,0,11
2023,Minnesota,0,6
2023,Mississippi State,1,0
2023,Missouri,0,3
2023,Missouri State,0,0
2023,NC State,0,10
2023,Navy,1,0
2023,Nebraska,1,0
2023,Nevada,0,1
2023,New Mexico,0,3
2023,New Mexico State,0,1
2023,North Carolina,0,4
2023,North Dakota State,0,0
2023,North Texas,1,0
2023,Northern Illinois,0,4
2023,Northwestern,1,0
2023,Notre Dame,0,1
2023,Ohio,0,2
2023,Ohio State,0,4
2023,Oklahoma,0,1
2023,Oklahoma State,0,11
2023,Old Dominion,0,3
2023,Ole Miss,0,3
2023,Oregon,0,1
2023,Oregon State,0,5
2023,Penn State,0,9
2023,Pittsburgh,0,8
2023,Purdue,1,0
2023,Rice,0,5
2023,Rutgers,0,3
2023,SMU,0,1
2023,Sacramento State,0,0
2023,Sam Houston,1,0
2023,San Diego State,0,3
2023,San José State,0,6
2023,South Alabama,0,2
2023,South Carolina,0,2
2023,South Florida,1,0
2023,Southern Miss,0,2
2023,Stanford,1,0
2023,Syracuse,1,0
2023,TCU,0,1
2023,Temple,0,1
2023,Tennessee,0,2
2023,Texas,0,2
2023,Texas A&M,1,0
2023,Texas State,1,0
2023,Texas Tech,0,1
2023,Toledo,0,8
2023,Troy,0,1
2023,Tulane,1,0
2023,Tulsa,1,0
2023,UAB,1,0
2023,UCF,0,2
2023,UCLA,0,5
2023,UConn,0,1
2023,UL Monroe,0,2
2023,UNLV,1,0
2023,USC,0,1
2023,UTEP,0,5
2023,UTSA,0,3
2023,Utah,0,11
2023,Utah State,0,2
2023,Vanderbilt,0,2
2023,Virginia,0,1
2023,Virginia Tech,0,1
2023,Wake Forest,0,9
2023,Washington,0,1
2023,Washington State,0,1
2023,West Virginia,0,4
2023,Western Kentucky,0,4
2023,Western Michigan,1,0
2023,Wisconsin,1,0
2023,Wyoming,0,9
2024,Air Force,0,12
2024,Akron,0,2
2024,Alabama,1,0
2024,App State,0,4
2024,Arizona,1,0
2024,Arizona State,0,1
2024,Arkansas,0,4
2024,Arkansas State,0,3
2024,Army,0,10
2024,Auburn,0,1
2024,BYU,0,8
2024,Ball State,0,8
2024,Baylor,0,4
2024,Boise State,0,1
2024,Boston College,1,0
2024,Bowling Green,0,5
2024,Buffalo,0,3
2024,California,0,7
2024,Central Michigan,0,5
2024,Charlotte,0,1
2024,Cincinnati,0,1
2024,Clemson,0,12
2024,Coastal Carolina,0,1
2024,Colorado,0,1
2024,Colorado State,0,2
2024,Delaware,0,0
2024,Duke,1,0
2024,East Carolina,0,5
2024,Eastern Michigan,0,10
2024,Florida,0,2
2024,Florida Atlantic,1,0
2024,Florida International,0,2
2024,Florida State,0,4
2024,Fresno State,1,0
2024,Georgia,0,8
2024,Georgia Southern,0,2
2024,Georgia State,1,0
2024,Georgia Tech,0,2
2024,Hawai'i,0,2
2024,Houston,0,5
2024,Idaho,0,0
2024,Illinois,0,3
2024,Indiana,1,0
2024,Iowa,0,12
2024,Iowa State,0,8
2024,Jacksonville State,0,1
2024,James Madison,1,0
2024,Kansas,0,3
2024,Kansas State,0,5
2024,Kennesaw State,1,0
2024,Kent State,0,1
2024,Kentucky,0,11
2024,LSU,0,2
2024,Liberty,0,1
2024,Louisiana,0,2
2024,Louisiana Tech,0,2
2024,Louisville,0,1
2024,Marshall,0,3
2024,Maryland,0,5
2024,Massachusetts,1,0
2024,Memphis,0,4
2024,Miami,0,2
2024,Miami (OH),0,10
2024,Michigan,1,0
2024,Michigan State,1,0
2024,Middle Tennessee,1,0
2024,Minnesota,0,7
2024,Mississippi State,1,0
2024,Missouri,0,4
2024,Missouri State,0,0
2024,NC State,0,11
2024,Navy,0,1
2024,Nebraska,0,1
2024,Nevada,1,0
2024,New Mexico,1,0
2024,New Mexico State,1,0
2024,North Carolina,1,0
2024,North Dakota State,0,0
2024,North Texas,0,1
2024,Northern Illinois,0,5
2024,Northwestern,0,1
2024,Notre Dame,0,2
2024,Ohio,0,3
2024,Ohio State,0,5
2024,Oklahoma,0,2
2024,Oklahoma State,0,12
2024,Old Dominion,0,4
2024,Ole Miss,0,4
2024,Oregon,0,2
2024,Oregon State,1,0
2024,Penn State,0,10
2024,Pittsburgh,0,9
2024,Purdue,0,1
2024,Rice,0,6
2024,Rutgers,0,4
2024,SMU,0,2
2024,Sacramento State,0,0
2024,Sam Houston,0,1
2024,San Diego State,1,0
2024,San José State,1,0
2024,South Alabama,1,0
2024,South Carolina,0,3
2024,South Florida,0,1
2024,Southern Miss,1,0
2024,Stanford,0,1
2024,Syracuse,1,0
2024,TCU,0,2
2024,Temple,1,0
2024,Tennessee,0,3
2024,Texas,0,3
2024,Texas A&M,1,0
2024,Texas State,0,1
2024,Texas Tech,0,2
2024,Toledo,0,9
2024,Troy,1,0
2024,Tulane,1,0
2024,Tulsa,0,1
2024,UAB,0,1
2024,UCF,0,3
2024,UCLA,1,0
2024,UConn,0,2
2024,UL Monroe,1,0
2024,UNLV,0,1
2024,USC,0,2
2024,UTEP,1,0
2024,UTSA,0,4
2024,Utah,0,12
2024,Utah State,1,0
2024,Vanderbilt,0,3
2024,Virginia,0,2
2024,Virginia Tech,0,2
2024,Wake Forest,0,10
2024,Washington,1,0
2024,Washington State,1,0
2024,West Virginia,1,0
2024,Western Kentucky,0,5
2024,Western Michigan,0,1
2024,Wisconsin,0,1
2024,Wyoming,1,0
2025,Air Force,0,13
2025,Akron,0,3
2025,Alabama,0,1
2025,App State,1,0
2025,Arizona,0,1
2025,Arizona State,0,2
2025,Arkansas,0,5
2025,Arkansas State,0,4
2025,Army,0,11
2025,Auburn,0,2
2025,BYU,0,9
2025,Ball State,1,0
2025,Baylor,0,5
2025,Boise State,0,2
2025,Boston College,0,1
2025,Bowling Green,1,0
2025,Buffalo,1,0
2025,California,0,8
2025,Central Michigan,1,0
2025,Charlotte,1,0
2025,Cincinnati,0,2
2025,Clemson,0,13
2025,Coastal Carolina,1,0
2025,Colorado,0,2
2025,Colorado State,1,0
2025,Delaware,1,0
2025,Duke,0,1
2025,East Carolina,1,0
2025,Eastern Michigan,0,11
2025,Florida,0,3
2025,Florida Atlantic,1,0
2025,Florida International,1,0
2025,Florida State,0,5
2025,Fresno State,1,0
2025,Georgia,0,9
2025,Georgia Southern,0,3
2025,Georgia State,0,1
2025,Georgia Tech,0,3
2025,Hawai'i,0,3
2025,Houston,1,0
2025,Idaho,0,0
2025,Illinois,0,4
2025,Indiana,0,1
2025,Iowa,0,13
2025,Iowa State,0,9
2025,Jacksonville State,1,0
2025,James Madison,0,1
2025,Kansas,0,4
2025,Kansas State,0,6
2025,Kennesaw State,1,0
2025,Kent State,1,0
2025,Kentucky,0,12
2025,LSU,1,0
2025,Liberty,0,2
2025,Louisiana,0,3
2025,Louisiana Tech,0,3
2025,Louisville,0,2
2025,Marshall,1,0
2025,Maryland,0,6
2025,Massachusetts,1,0
2025,Memphis,0,5
2025,Miami,0,3
2025,Miami (OH),0,11
2025,Michigan,1,0
2025,Michigan State,0,1
2025,Middle Tennessee,0,1
2025,Minnesota,0,8
2025,Mississippi State,0,1
2025,Missouri,0,5
2025,Missouri State,1,0
2025,NC State,0,12
2025,Navy,0,2
2025,Nebraska,0,2
2025,Nevada,0,1
2025,New Mexico,1,0
2025,New Mexico State,0,1
2025,North Carolina,1,0
2025,North Dakota State,0,0
2025,North Texas,1,0
2025,Northern Illinois,0,6
2025,Northwestern,0,2
2025,Notre Dame,0,3
2025,Ohio,1,0
2025,Ohio State,0,6
2025,Oklahoma,0,3
2025,Oklahoma State,1,0
2025,Old Dominion,0,5
2025,Ole Miss,0,5
2025,Oregon,0,3
2025,Oregon State,0,1
2025,Penn State,1,0
2025,Pittsburgh,0,10
2025,Purdue,1,0
2025,Rice,1,0
2025,Rutgers,0,5
2025,SMU,0,3
2025,Sacramento State,0,0
2025,Sam Houston,1,0
2025,San Diego State,0,1
2025,San José State,0,1
2025,South Alabama,0,1
2025,South Carolina,0,4
2025,South Florida,1,0
2025,Southern Miss,1,0
2025,Stanford,1,0
2025,Syracuse,0,1
2025,TCU,0,3
2025,Temple,1,0
2025,Tennessee,0,4
2025,Texas,0,4
2025,Texas A&M,0,1
2025,Texas State,0,2
2025,Texas Tech,0,3
2025,Toledo,1,0
2025,Troy,0,1
2025,Tulane,0,1
2025,Tulsa,1,0
2025,UAB,1,0
2025,UCF,1,0
2025,UCLA,1,0
2025,UConn,1,0
2025,UL Monroe,0,1
2025,UNLV,1,0
2025,USC,0,3
2025,UTEP,0,1
2025,UTSA,0,5
2025,Utah,0,13
2025,Utah State,1,0
2025,Vanderbilt,0,4
2025,Virginia,0,3
2025,Virginia Tech,0,3
2025,Wake Forest,1,0
2025,Washington,0,1
2025,Washington State,1,0
2025,West Virginia,1,0
2025,Western Kentucky,0,6
2025,Western Michigan,0,2
2025,Wisconsin,0,2
2025,Wyoming,0,1
2026,Air Force,0,14
2026,Akron,0,4
2026,Alabama,0,2
2026,App State,0,1
2026,Arizona,0,2
2026,Arizona State,0,3
2026,Arkansas,1,0
2026,Arkansas State,0,5
2026,Army,0,12
2026,Auburn,1,0
2026,BYU,0,10
2026,Ball State,0,1
2026,Baylor,0,6
2026,Boise State,0,3
2026,Boston College,0,2
2026,Bowling Green,0,1
2026,Buffalo,0,1
2026,California,1,0
2026,Central Michigan,0,1
2026,Charlotte,0,1
2026,Cincinnati,0,3
2026,Clemson,0,14
2026,Coastal Carolina,1,0
2026,Colorado,0,3
2026,Colorado State,1,0
2026,Delaware,0,1
2026,Duke,0,2
2026,East Carolina,0,1
2026,Eastern Michigan,0,12
2026,Florida,1,0
2026,Florida Atlantic,0,1
2026,Florida International,0,1
2026,Florida State,0,6
2026,Fresno State,0,1
2026,Georgia,0,10
2026,Georgia Southern,0,4
2026,Georgia State,0,2
2026,Georgia Tech,0,4
2026,Hawai'i,0,4
2026,Houston,0,1
2026,Idaho,0,0
2026,Illinois,0,5
2026,Indiana,0,2
2026,Iowa,0,14
2026,Iowa State,1,0
2026,Jacksonville State,0,1
2026,James Madison,1,0
2026,Kansas,0,5
2026,Kansas State,1,0
2026,Kennesaw State,0,1
2026,Kent State,0,1
2026,Kentucky,1,0
2026,LSU,1,0
2026,Liberty,0,3
2026,Louisiana,0,4
2026,Louisiana Tech,0,4
2026,Louisville,0,3
2026,Marshall,0,1
2026,Maryland,0,7
2026,Massachusetts,0,1
2026,Memphis,1,0
2026,Miami,0,4
2026,Miami (OH),0,12
2026,Michigan,1,0
2026,Michigan State,1,0
2026,Middle Tennessee,0,2
2026,Minnesota,0,9
2026,Mississippi State,0,2
2026,Missouri,0,6
2026,Missouri State,1,0
2026,NC State,0,13
2026,Navy,0,3
2026,Nebraska,0,3
2026,Nevada,0,2
2026,New Mexico,0,1
2026,New Mexico State,0,2
2026,North Carolina,0,1
2026,North Dakota State,1,0
2026,North Texas,1,0
2026,Northern Illinois,1,0
2026,Northwestern,0,3
2026,Notre Dame,0,4
2026,Ohio,1,0
2026,Ohio State,0,7
2026,Oklahoma,0,4
2026,Oklahoma State,1,0
2026,Old Dominion,0,6
2026,Ole Miss,1,0
2026,Oregon,0,4
2026,Oregon State,1,0
2026,Penn State,1,0
2026,Pittsburgh,0,11
2026,Purdue,0,1
2026,Rice,0,1
2026,Rutgers,0,6
2026,SMU,0,4
2026,Sacramento State,1,0
2026,Sam Houston,0,1
2026,San Diego State,0,2
2026,San José State,0,2
2026,South Alabama,0,2
2026,South Carolina,0,5
2026,South Florida,1,0
2026,Southern Miss,1,0
2026,Stanford,1,0
2026,Syracuse,0,2
2026,TCU,0,4
2026,Temple,0,1
2026,Tennessee,0,5
2026,Texas,0,5
2026,Texas A&M,0,2
2026,Texas State,0,3
2026,Texas Tech,0,4
2026,Toledo,1,0
2026,Troy,0,2
2026,Tulane,1,0
2026,Tulsa,0,1
2026,UAB,0,1
2026,UCF,0,1
2026,UCLA,1,0
2026,UConn,1,0
2026,UL Monroe,0,2
2026,UNLV,0,1
2026,USC,0,4
2026,UTEP,0,2
2026,UTSA,0,6
2026,Utah,1,0
2026,Utah State,0,1
2026,Vanderbilt,0,5
2026,Virginia,0,4
2026,Virginia Tech,1,0
2026,Wake Forest,0,1
2026,Washington,0,2
2026,Washington State,1,0
2026,West Virginia,0,1
2026,Western Kentucky,0,7
2026,Western Michigan,0,3
2026,Wisconsin,0,3
2026,Wyoming,0,2
